0.68964523,0.42272764,0.8,0.75,0.34537714521134316,1,NORL,False,0.01,True,90,0
0.7500549,0.5057928,0.8,0.75,0.24926225707726066,2,NORL,True,0.01,True,90,0
0.7023288,0.31037205,0.48,0.24,0.23320018742295018,3,NORL,True,0.01,True,90,0
0.7715958,0.5210572,0.8,0.75,0.23069809610437064,4,NORL,True,0.01,True,90,0
0.7503871,0.50136226,0.2,0.77,0.612447684001172,5,NORL,False,0.01,True,90,0
0.7681807,0.48251015,0.8,0.75,0.2693757356624091,6,NORL,True,0.01,True,90,0
0.80359674,0.35678473,0.48,0.24,0.34402547657020077,7,NORL,False,0.01,True,90,0
0.75745046,0.33584797,0.48,0.24,0.29353977514481566,8,NORL,True,0.01,True,90,0
0.7265299,0.4392095,0.8,0.75,0.3193565380116872,9,NORL,False,0.01,True,90,0
0.6619158,0.35979545,0.8,0.75,0.41391647138288234,10,NORL,False,0.01,True,90,0
0.8029061,0.57696855,0.2,0.77,0.6330536375445526,11,NORL,False,0.01,True,90,0
0.71164995,0.42776036,0.8,0.75,0.3341318850001552,12,NORL,False,0.01,True,90,0
0.65686053,0.30452785,0.48,0.24,0.18826442835445392,13,NORL,True,0.01,True,90,0
0.76656276,0.5332227,0.8,0.75,0.2193409636119207,14,NORL,True,0.01,True,90,0
0.75551724,0.4277698,0.8,0.75,0.3252860464024139,15,NORL,False,0.01,True,90,0
0.6816473,0.40493855,0.2,0.77,0.6043624599512001,16,NORL,False,0.01,True,90,0
0.76026505,0.53794855,0.2,0.77,0.6064196643926878,17,NORL,False,0.01,True,90,0
0.7697593,0.5434448,0.8,0.75,0.20875714690323316,18,NORL,True,0.01,True,90,0
0.71614236,0.3126139,0.48,0.24,0.2470546446710236,19,NORL,True,0.01,True,90,0
0.68831956,0.4027053,0.8,0.75,0.36480970785737193,20,NORL,False,0.01,True,90,0
0.7168696,0.40466586,0.8,0.75,0.355199009774335,21,NORL,False,0.01,True,90,0
0.7084875,0.30893657,0.48,0.24,0.23866042471959534,22,NORL,True,0.01,True,90,0
0.78779703,0.5578016,0.2,0.77,0.624926810112965,23,NORL,False,0.01,True,90,0
0.7825079,0.6003033,0.2,0.77,0.6067226956551749,24,NORL,False,0.01,True,90,0
0.7555068,0.5256041,0.2,0.77,0.6068913952566544,25,NORL,False,0.01,True,90,0
0.7279779,0.43742156,0.8,0.75,0.3207685608457511,26,NORL,False,0.01,True,90,0
0.70137703,0.3114343,0.48,0.24,0.23261697234005446,27,NORL,True,0.01,True,90,0
0.73899424,0.5832697,0.2,0.77,0.570423523814957,28,NORL,False,0.01,True,90,0
0.7236116,0.32032415,0.48,0.24,0.2565123466062947,29,NORL,True,0.01,True,90,0
0.64952403,0.3022939,0.48,0.24,0.1806071196190448,30,NORL,True,0.01,True,90,0
0.7407807,0.522974,0.8,0.75,0.23462251335300405,31,NORL,True,0.01,True,90,0
0.6753931,0.3006317,0.48,0.24,0.2045841475555607,32,NORL,True,0.01,True,90,0
0.7707081,0.35792473,0.48,0.24,0.3137155391685311,33,NORL,False,0.01,True,90,0
0.70056546,0.29501885,0.48,0.24,0.22732399861247837,34,NORL,True,0.01,True,90,0
0.7610148,0.4879025,0.2,0.77,0.6279463621792359,35,NORL,False,0.01,True,90,0
0.7343224,0.5170099,0.2,0.77,0.591189009165356,36,NORL,False,0.01,True,90,0
0.74308556,0.4793688,0.8,0.75,0.2765510761199492,37,NORL,True,0.01,True,90,0
0.7249505,0.49987796,0.2,0.77,0.5903718645336986,38,NORL,False,0.01,True,90,0
0.778743,0.5483391,0.2,0.77,0.6197394940614693,39,NORL,False,0.01,True,90,0
0.70227027,0.41193992,0.8,0.75,0.3519029993386923,40,NORL,False,0.01,True,90,0
0.65669,0.30143225,0.48,0.24,0.18706491561329083,41,NORL,True,0.01,True,90,0
0.7922936,0.3706178,0.48,0.24,0.3385089619202211,42,NORL,False,0.01,True,90,0
0.73026,0.44148156,0.8,0.75,0.3163025367687935,43,NORL,False,0.01,True,90,0
0.81857187,0.39335728,0.48,0.24,0.37168450524793434,44,NORL,False,0.01,True,90,0
0.76954806,0.571392,0.2,0.77,0.6031833342605856,45,NORL,False,0.01,True,90,0
0.7503049,0.5820667,0.2,0.77,0.5815104333846572,46,NORL,False,0.01,True,90,0
0.78439623,0.544917,0.2,0.77,0.6262438206563488,47,NORL,False,0.01,True,90,0
0.71696043,0.47825816,0.8,0.75,0.2841464380572216,48,NORL,True,0.01,True,90,0
0.75149405,0.52574295,0.2,0.77,0.6031643212837792,49,NORL,False,0.01,True,90,0
0.7382954,0.33194435,0.48,0.24,0.27417197301567553,50,NORL,True,0.01,True,90,0
0.6766226,0.3037173,0.48,0.24,0.2066890313024726,51,NORL,True,0.01,True,90,0
0.78630984,0.60759383,0.2,0.77,0.6083872096697456,52,NORL,False,0.01,True,90,0
0.7867326,0.5232258,0.2,0.77,0.6365160473132164,53,NORL,False,0.01,True,90,0
0.74054843,0.50966644,0.8,0.75,0.24757768286416754,54,NORL,True,0.01,True,90,0
0.7843923,0.36042312,0.48,0.24,0.32734753058267885,55,NORL,False,0.01,True,90,0
0.7038065,0.46831143,0.8,0.75,0.29766027447607546,56,NORL,True,0.01,True,90,0
0.6758692,0.30727628,0.48,0.24,0.20710107792420215,57,NORL,True,0.01,True,90,0
0.66745055,0.40263084,0.8,0.75,0.37179926956586656,58,NORL,False,0.01,True,90,0
0.6040638,0.29562446,0.48,0.24,0.13596291046055362,59,NORL,True,0.01,True,90,0
0.7242666,0.52686536,0.2,0.77,0.5779012985703971,60,NORL,False,0.01,True,90,0
0.75646126,0.49705043,0.2,0.77,0.6197988424737653,61,NORL,False,0.01,True,90,0
0.7297763,0.47434354,0.2,0.77,0.6066924236796711,62,NORL,False,0.01,True,90,0
0.6887907,0.40438813,0.8,0.75,0.3630634663776773,63,NORL,False,0.01,True,90,0
0.77754253,0.37152728,0.48,0.24,0.3253167569903933,64,NORL,False,0.01,True,90,0
0.7500726,0.53052074,0.2,0.77,0.5999418179106943,65,NORL,False,0.01,True,90,0
0.76381785,0.51284784,0.8,0.75,0.23989642701489966,66,NORL,True,0.01,True,90,0
0.6203495,0.30152103,0.48,0.24,0.15324108698777758,67,NORL,True,0.01,True,90,0
0.7462043,0.47506326,0.8,0.75,0.2801502907944849,68,NORL,True,0.01,True,90,0
0.7486874,0.6089588,0.2,0.77,0.571832256303555,69,NORL,False,0.01,True,90,0
0.7546328,0.3382367,0.48,0.24,0.29167381274226356,70,NORL,True,0.01,True,90,0
0.75049067,0.3287777,0.48,0.24,0.28468699826198435,71,NORL,True,0.01,True,90,0
0.7760175,0.5084359,0.8,0.75,0.24275167044162946,72,NORL,True,0.01,True,90,0
0.7870707,0.6062748,0.2,0.77,0.6094735032398765,73,NORL,False,0.01,True,90,0
0.7461791,0.51467407,0.2,0.77,0.6029120570814951,74,NORL,False,0.01,True,90,0
0.74631613,0.46452576,0.8,0.75,0.29047805562152373,75,NORL,True,0.01,True,90,0
0.64952403,0.3022939,0.48,0.24,0.1806071196190448,76,NORL,True,0.01,True,90,0
0.68614733,0.4410828,0.2,0.77,0.5869631577425299,77,NORL,False,0.01,True,90,0
0.7627315,0.53246385,0.2,0.77,0.6108110675606963,78,NORL,False,0.01,True,90,0
0.6787282,0.41253927,0.8,0.75,0.35858972204290007,79,NORL,False,0.01,True,90,0
0.7783998,0.5069909,0.8,0.75,0.24396718242289028,80,NORL,True,0.01,True,90,0
0.7537767,0.4861981,0.2,0.77,0.6222637607625355,81,NORL,False,0.01,True,90,0
0.75789505,0.5788902,0.2,0.77,0.5897201450715248,82,NORL,False,0.01,True,90,0
0.75798297,0.60647386,0.2,0.77,0.5814514584362901,83,NORL,False,0.01,True,90,0
0.7410092,0.5701052,0.2,0.77,0.5767571989983928,84,NORL,False,0.01,True,90,0
0.7206033,0.33384255,0.48,0.24,0.2582564062769753,85,NORL,True,0.01,True,90,0
0.76872087,0.3340279,0.48,0.24,0.30364615698817027,86,NORL,False,0.01,True,90,0
0.73810196,0.4351843,0.8,0.75,0.32084309861318366,87,NORL,False,0.01,True,90,0
0.722529,0.32242963,0.48,0.24,0.25615417719927974,88,NORL,True,0.01,True,90,0
0.7385754,0.4642306,0.2,0.77,0.6193209097872077,89,NORL,False,0.01,True,90,0
0.64732325,0.30011928,0.48,0.24,0.17779595723619807,90,NORL,True,0.01,True,90,0
0.64952403,0.3022939,0.48,0.24,0.1806071196190448,91,NORL,True,0.01,True,90,0
0.6404168,0.30054614,0.48,0.24,0.17146250066076357,92,NORL,True,0.01,True,90,0
0.6750337,0.47596353,0.2,0.77,0.5586720409436301,93,NORL,False,0.01,True,90,0
